geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,brewery,check_date:opening_hours,indoor_seating,name,opening_hours:signed,outdoor_seating,phone,smoking,toilets:wheelchair,website,wheelchair,email,min_age,name:ja,opening_hours,check_date,operator,addr:suburb,level,contact:phone,contact:website,description,start_date,internet_access,payment:cards,payment:credit_cards,payment:debit_cards,air_conditioning,entrance,contact:facebook,lgbtq,wheelchair:description,source,contact:email,live_music,wikidata,wikipedia,sport,note,karaoke,payment:cash,mapillary,payment:mastercard,payment:visa,winery,contact:fax,contact:twitter,historic,wikimedia_commons,building,facebook,instagram,toilets,fax,url,drink:beer,drink:cider,drink:guinness,internet_access:ssid,payment:others,old_name,disused:amenity,disused:name,cuisine,payment:coins,payment:notes,payment:shells,payment:girocard,service:phone,shop,drink:club-mate,phone:mobile,alt_name,contact:foursquare,contact:mobile,contact:myspace,contact:partyearth,contact:qype,contact:tripadvisor,contact:yelp,toilets:access,diet:vegetarian,contact:instagram,changing_table,toilets:disposal,toilets:handwashing,toilets:paper_supplied,toilets:position,cocktails,reservation,source:addr,name:ru,short_name,addr:floor,billiards,gambling,cruising,lgbtq:men,official_name,addr:housename,food,image,addr:place,internet_access:fee,payment:american_express,payment:contactless,payment:diners_club,payment:discover_card,payment:electronic_purses,payment:ep_geldkarte,payment:jcb,payment:maestro,payment:visa_debit,payment:visa_electron,darkroom,fetish:leather,fetish:rubber,lgbtq:cruising,nohousenumber,ref:vatin,identity,mode_of_organisation:self_managed,drink:wine,dog,wheelchair:description:de,wheelchair:description:en,billiards:pool,billiards:snooker,wheelchair:note,internet_access:operator,takeaway,payment:app,payment:cryptocurrencies,payment:qr_code,opening_hours:kitchen,contact:phone:description,diet:vegan,location,tourism,check_date:currency:XBT,currency:XBT,payment:lightning,payment:onchain,music,opening_hours:url,addr:city:fa,theme,wifi,opening,organic,payment:lightning_contactless,lgbtq:signed,lgbtq:women,fetish:jeans,fetish:skins,fetish:sneakers,fetish:uniform,male,lgbtq:gay,access,not:brand:wikidata,note:de,microbrewery,shisha,name:de,payment:account_cards,payment:alipay,payment:apple_pay,payment:bancomat,payment:blik,payment:cheque,payment:clipper,payment:dkv,payment:ep_easycard,payment:ep_ipass,payment:google_pay,payment:mastercard_contactless,payment:paypal,payment:prepaid_ticket,payment:telephone_cards,payment:unionpay,payment:uta,payment:v_pay,payment:wechat,opening_hours:covid19,operator:type,office,kitchen,name:en,contact:untappd,name:ar,fixme,survey:date,contact:telegram,age_group,website:menu,brand,contact:ra,post_office,post_office:brand,post_office:ref:deutsche_post,post_office:service_provider,post_office:website,building:levels,roof:levels,mobile,seamark:hulk:category,seamark:type,building:min_level,building:part,surveillance,roof:shape
POINT (13.4348865 52.4906096),,,29,12047,Pannierstraße,bar,,,,SWAY,,,,,,https://www.bar-sway.com/,,,,,"Mo 17:00-23:00, We,Th 17:00-24:00, Fr,Sa 17:00-01:00, Su 16:00-22:00; Tu off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.362812 52.5507082),,,,,,bar,,,,Mex Café,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3839947 52.4943755),,,64,,Großbeerenstraße,bar,,,yes,B10,,no,,,,,no,,,,,2023-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4849421 52.4240304),,,,,,bar,,,,Relax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3885448 52.4737167),,,,,,bar,,,,Bar im Luftschloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-16,,,,,,,,,,,,,,,,,,,
POINT (13.4520425 52.5157199),,,,,,bar,,2024-11-26,yes,Abgedreht,,yes,,,,,no,,,,"Su-Th 17:00-02:00, Fr,Sa 17:00-04:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3866652 52.4928128),,,,,,bar,,,,Le moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3749479 52.5074533),Berlin,DE,4,10785,Linkstraße,bar,,,,THE ALCHEMIST,,yes,+49 30 232574455,,,https://thealchemist.de/,yes,kontakt@thealchemist.de,,,Mo-We 10:00-00:00; Th 10:00-01:00; Fr-Sa 10:00-02:00; Su 10:00-23:00,,The Alchemist Germany GmbH c/o Heuking Kühn Lüer Wojtek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3152399 52.4448919),Berlin,,84,12203,Hindenburgdamm,bar,,,,Berlinos,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3332387 52.493801),Berlin,,,10779,Prager Straße,bar,,,,Kästner Bar & Bistro,,,,,,,,,,,Mo-Su 18:00-01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4169626 52.5013026),Berlin,DE,17,10999,Dresdener Straße,bar,,,,Zum Franziskaner,,,,,,,no,,,,"Mo-Th 16:00-18:00+, Fr-Su 15:00-18:00+",2023-02-12,,Kreuzberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3493684 52.4980199),,,19,10777,Motzstraße,bar,,,,Boyberry Berlin,,,,,,https://boyberry.com/berlin,no,berlin@boyberry.com,18,,"Mo-Th,Su 15:00-05:00; Fr,Sa 15:00-06:00",2024-03-27,,,,,,,,,,,,,,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3477984 52.4978319),Berlin,DE,28,10777,Motzstraße,bar,,,yes,Blond,,yes,+49 30 66403947,,,http://www.blond-berlin.de,no,,,,Mo-Su 17:00-04:00,2023-07-09,,Schöneberg,,,,,,,,,,,,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4184031 52.5016267),Berlin,,33,10999,Oranienstraße,bar,,,,Ember Berlin,,,030 40009855,,,http://ember-berlin.de,,info@ember-berlin.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4373711 52.4224898),,,,,,bar,,,,Stolpertreppe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3877093 52.4404871),,,,,,bar,,,yes,Sports Laola Bar,,yes,,,,,,,,,,2024-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.349758 52.5319148),,,,,,bar,,2024-05-31,,Cafe Bar II,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4423678 52.465261),,,,,,bar,,,,Meriam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.6019074 52.5360974),,,,,,bar,,,yes,P-two,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4357207 52.5534161),,,,,,bar,,,,Rodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3873042 52.4908245),Berlin,,61,10961,Mehringdamm,bar,,,,Bebo,,,,,,,,,,,,,,,,,,,,,,,,,,bebobar.berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4903004 52.5035239),,,31,,Rupprechtstraße,bar,,,,Das Weinlokal,,,,,,https://dasweinlokal.berlin/,,,,,Tu-Sa 17:00-00:00,2024-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4551961 52.50989),,,,,,bar,,2024-11-26,yes,Kaia,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3694206 52.4925957),,,,,,bar,,,,Katzler Stuebchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eigenschreibweise ""Stuebchen""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4222262 52.5005841),,,,,,bar,,,yes,Franken Bar,,yes,,yes,,,no,,18,,,,,,,,http://www.franken-bar.de/,,,,,no,no,,,,,,,kontakt@franken-bar.de,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frankenbar,,,,,,,,,,,,,,,,,,,,Franken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3962737 52.5288378),Berlin,,164,10115,Torstraße,bar,,,yes,Pawn Dot Com,,yes,+49 30 62924947,,,https://pawndotcombar.berlin/,yes,,,,"Su-Th 18:00-02:00, Fr-Sa 18:00-03:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.367712 52.5437369),Berlin,,19,13347,Lindower Straße,bar,,,,"migas, a listening bar",,,,outside,,https://migas.berlin/,yes,hola@migas.berlin,,,We-Th 19:00-00:00; Fr-Sa 19:00-02:00,2024-01-27,,,0,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3920276 52.5250199),,,,,,bar,,,yes,Humboldtbar,,no,,,,,yes,,,,We-Su 17:00-01:30,2023-10-25,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5084234 52.4568711),,,,,,bar,,,,M-Bar,,,,,,,,,,,Mo-Sa 10:00-20:00,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4609663 52.5077324),,,2,10245,Seumestraße,bar,,,yes,SPINA,,no,+49 163 2279023,,,,,spinaberlin@gmail.com,,,"Mo-Fr 12:00-22:00; Sa,Su 13:00-22:00",,,,,,,,,,,,,,,https://facebook.com/people/SPINA/61552118860192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,spina_berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4178864 52.5116908),Berlin,,11,10179,Ohmstraße,bar,,,,Bar Neiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.373594 52.5074908),,,7,,Alte Potsdamer Straße 7,bar,,,,Himitsu Speakeasy Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4410739 52.4834276),,,,,,bar,,,,Una,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3878135 52.5609811),,,,,,bar,,,,Deplasman / Reyyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4227057 52.4886087),Berlin,,70,10967,Urbanstraße,bar,,,,Ficken3000,,no,,,,,,,18,,Mo-Su 22:00-05:00+,2024-02-03,,,,,https://ficken3000.com/,,,,,,,,,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4016781 52.5305167),,,26,,Weinbergsweg,bar,,,,100 Gramm Lounge,,,,,,,no,,,,,2024-02-07,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4107415 52.5379537),Berlin,,57-59,10435,Oderberger Straße,bar,,,yes,Kaminbar,,yes,,,,,,,,,Mo-Su 17:00-00:00,2024-09-01,,,,,,Hotelbar des Hotel Oderberger,,,,yes,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3648085 52.6070267),,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4526678 52.5104666),,,,,,bar,,2024-10-10,yes,Bier-Bar,,no,,,,,,,,,Tu-Sa 18:00-02:00+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.434176 52.5352401),,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Izzy,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4292917 52.4811113),,,,,,bar,,,,Café Huzur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4087233 52.5211981),,,1a,,Panoramastraße,bar,,,,Knutschfleck,,,+49 30 54083422,,,https://www.knutschfleckberlin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4301579 52.4699749),,,,,,bar,,,,Sportsbar 777,,,,,,,,,,,Mo-Su 10:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4405933 52.4723958),Berlin,DE,1,12053,Jonasstraße,bar,,,,Little Stage,,yes,,,,,,,,,"Mo,Th,Fr,Sa 20:00+",,Little Stage e.V.,,,,https://littlestageclubneukoelln.wordpress.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private_non_profit,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3902935 52.5182338),Berlin,,1,10117,Mittelstraße,bar,,,,Freundschaft,,,,outside,,https://www.istdeinbesterfreund.com/,,wein@istdeinbesterfreund.com,,,Mo-Fr 18:00-01:00,2024-03-26,,,0,,,,,,,yes,yes,,,https://www.facebook.com/bar.Freundschaft/,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3030775 52.5066091),,,,,,bar,,,,Turn Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
